,name,code
2294,대동스틸,048470
2295,대신밸런스제10호스팩,387310
2296,대주전자재료,078600
2297,데이타솔루션,263800
2298,덱스터,206560
2299,덴티스,261200
2300,동국알앤에스,075970
2301,동일금속,109860
2302,동화기업,025900
2303,디어유,376300
2304,디에이테크놀로지,196490
2305,디지캡,197140
2306,라닉스,317120
2307,라이온켐텍,171120
2308,라이프시맨틱스,347700
2309,로보티즈,108490
2310,로체시스템즈,071280
2311,루트로닉,085370
2312,리노공업,058470
2313,리파인,377450
2314,마니커에프앤지,195500
2315,마이크로디지탈,305090
2316,매커스,093520
2317,맥스트,377030
2318,메디아나,041920
2319,메카로,241770
2320,명성티엔에스,257370
2321,모바일리더,100030
2322,미래생명자원,218150
2323,백금T&A,046310
2324,버킷스튜디오,066410
2325,보성파워텍,006910
2326,블루베리 NFT,044480
2327,비디아이,148140
2328,비비씨,318410
2329,비씨월드제약,200780
2330,비아트론,141000
2331,비트나인,357880
2332,빅솔론,093190
2333,빛샘전자,072950
2334,삼기,122350
2335,삼영이엔씨,065570
2336,서남,294630
2337,서희건설,035890
2338,세동,053060
2339,세림B&G,340440
2340,세중,039310
2341,세진티에스,067770
2342,셀리드,299660
2343,셀트리온제약,068760
2344,솔트룩스,304100
2345,쇼박스,086980
2346,슈프리마아이디,317770
2347,승일,049830
2348,신신제약,002800
2349,썸에이지,208640
2350,쏠리드,050890
2351,아난티,025980
2352,아바코,083930
2353,아스트,067390
2354,아이텍,119830
2355,아이패밀리에스씨,114840
2356,알로이스,297570
2357,알리코제약,260660
2358,앱코,129890
2359,야스,255440
2360,양지사,030960
2361,에스넷,038680
2362,에스씨디,042110
2363,에스에스알,275630
2364,에스와이,109610
2365,에스케이증권7호스팩,408920
2366,에스텍,069510
2367,에스폴리텍,050760
2368,에스퓨얼셀,288620
2369,에이비온,203400
2370,에이에프더블류,312610
2371,에이치시티,072990
2372,에이치엘비파워,043220
2373,에이치피오,357230
2374,에이트원,230980
2375,에이티세미콘,089530
2376,에코프로에이치엔,383310
2377,에코플라스틱,038110
2378,에프에스티,036810
2379,엔에이치스팩20호,391060
2380,엔에이치스팩21호,391710
2381,엔젠바이오,354200
2382,엔피,291230
2383,엔피케이,048830
2384,엘앤에프,066970
2385,엘티씨,170920
2386,연이비앤티,090740
2387,영우디에스피,143540
2388,예선테크,250930
2389,오로라,039830
2390,오리엔트정공,065500
2391,오상자이엘,053980
2392,오스코텍,039200
2393,오파스넷,173130
2394,올릭스,226950
2395,옴니시스템,057540
2396,와이엠텍,273640
2397,우리로,046970
2398,우리산업,215360
2399,우원개발,046940
2400,우정바이오,215380
2401,우진비앤지,018620
2402,원바이오젠,307280
2403,원익,032940
2404,원익큐브,014190
2405,원익피앤이,131390
2406,원풍물산,008290
2407,위즈코프,038620
2408,윈팩,097800
2409,유비케어,032620
2410,이노메트리,302430
2411,이노테라피,246960
2412,이루다,164060
2413,이브이첨단소재,131400
2414,이씨에스,067010
2415,이오테크닉스,039030
2416,이지트로닉스,377330
2417,이지홀딩스,035810
2418,인바이오,352940
2419,인터로조,119610
2420,인터플렉스,051370
2421,자연과환경,043910
2422,제이스텍,090470
2423,제테마,216080
2424,좋은사람들,033340
2425,지노믹트리,228760
2426,지씨셀,144510
2427,지어소프트,051160
2428,지에스이,053050
2429,진양제약,007370
2430,차바이오텍,085660
2431,참존글로벌,158310
2432,카이노스메드,284620
2433,컴투스,078340
2434,케이엘넷,039420
2435,케이엠제약,225430
2436,케이티알파,036030
2437,켐트로닉스,089010
2438,코렌텍,104540
2439,코리아나,027050
2440,코미코,183300
2441,코오롱티슈진,950160
2442,코윈테크,282880
2443,코콤,015710
2444,퀀타매트릭스,317690
2445,큐에스아이,066310
2446,크레버스,096240
2447,크리스탈지노믹스,083790
2448,텔레칩스,054450
2449,텔레필드,091440
2450,티라유텍,322180
2451,티플랙스,081150
2452,파나케이아,058530
2453,파이오링크,170790
2454,파인디앤씨,049120
2455,포스코엠텍,009520
2456,포시에스,189690
2457,푸른기술,094940
2458,프럼파스트,035200
2459,프레스티지바이오로직스,334970
2460,플리토,300080
2461,피에스텍,002230
2462,하나기술,299030
2463,하이록코리아,013030
2464,하이비젼시스템,126700
2465,하인크코리아,373200
2466,하츠,066130
2467,한국기업평가,034950
2468,한국알콜,017890
2469,한국전자금융,063570
2470,한국정보공학,039740
2471,한국테크놀로지,053590
2472,한국팩키지,037230
2473,한네트,052600
2474,한라IMS,092460
2475,한스바이오메드,042520
2476,한컴위드,054920
2477,한탑,002680
2478,홈센타홀딩스,060560
2479,휴맥스홀딩스,028080
2480,힘스,238490
2481,나라소프트,288490
2482,듀켐바이오,176750
2483,엄지하우스,224810
2484,에스케이씨에스,224020
2485,에이펙스인텍,207490
2486,오션스톤,329020
2487,원텍,216280
2488,원포유,122830
2489,위월드,140660
2490,이엠티,232530
2491,지앤이헬스케어,299480
2492,코셋,189350
2493,코스텍시스템,169670
2494,타임기술,318660
2495,토마토시스템,393210
2496,틸론,217880
2497,플럼라인생명과학,222670
2498,한국미라클피플사,331660
2499,휴벡셀,212310
